gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,TenureGroup,NumServicesSubscribed,AvgChargePerService,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
0,1,0,0,-1.2774445836787656,1,0,1,0.1804194635798931,-0.9748131441242354,0,-0.9280832414338016,2.7550292993627115,0,1,0,0,0,0,0,0,0,0,1,0,1
1,0,0,0,-1.2774445836787656,1,0,0,-0.6163131173213857,-0.9853891893741004,0,-0.9280832414338016,1.206511657908802,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,-0.7073594915983407,1,1,0,-1.4993295040688086,-0.8863957359338932,1,-1.360505196277561,0.5068701307704342,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-0.62591876415828,1,0,0,-1.328164413051698,-0.7961076516395279,1,-0.9280832414338016,-0.9595404830211984,1,0,1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-1.2326772427106738,0,0,0,-1.065795303206214,-0.9678479651078266,0,-1.2020391829934267,1.4533934523393048,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,-0.8295205827584317,1,1,0,-1.5109620830699717,-0.9048592410778912,0,-1.360505196277561,0.4360778942425627,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0.758573602322752,0,1,1,-0.2779087089467081,0.2862243434503894,3,0.369182623097476,-1.186075639910389,0,0,0,0,1,1,0,1,1,1,0,0,0
0,0,0,0,-1.17287368261898,1,0,0,0.32769665507928775,-0.8841278188167137,0,-0.4956612865900424,1.5634543880201186,0,1,0,0,0,1,0,0,0,0,0,1,1
0,0,1,1,1.1657772395230557,0,2,1,-0.1100672119299295,0.6491634714482374,3,0.8016045779412352,-1.396092608276409,0,0,0,0,1,1,1,1,1,0,0,0,0
1,0,0,0,-1.2774445836787656,1,0,0,-1.5001076672100266,-0.9971209189095395,0,-1.360505196277561,0.5021344733427172,0,0,1,0,0,0,0,0,0,0,0,1,1
0,0,0,0,-1.2774445836787656,1,0,0,-1.502653098069141,-0.9971547076519502,0,-1.360505196277561,0.4866437774767569,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,1,0,1.2064976032430856,1,1,1,1.1030445981913404,1.6133246217873816,3,0.8016045779412352,-0.165656116244349,1,1,0,0,1,1,0,1,0,1,0,0,0
0,1,0,0,-1.2774445836787656,1,0,1,0.6959043331506402,-0.967970457585631,0,-0.0632393317462832,0.8658879017332138,1,1,0,0,0,0,0,1,0,0,1,0,1
1,0,0,0,-0.8792825821997126,0,0,1,-0.4790777197720738,-0.7650556909284584,0,-0.0632393317462832,-0.921755392978006,0,0,0,0,0,1,0,1,1,0,1,0,1
1,0,1,1,-1.2774445836787656,1,0,1,0.1242461650934937,-0.9755588037857926,0,-0.9280832414338016,2.7550292993627115,0,1,0,0,0,0,0,0,0,0,1,0,1
0,0,1,0,-0.2594354906780068,1,1,0,-1.288281285047711,-0.7039886582329143,2,-0.9280832414338016,-0.8381823632591323,1,0,1,0,0,0,0,0,0,0,0,1,0
0,1,1,0,-0.08522358841668398,1,0,1,0.9690172059504706,0.21710166843124923,2,0.369182623097476,0.3316045631006533,1,1,0,0,0,0,0,1,1,0,1,0,1
0,0,1,0,-0.3001558543980371,1,1,1,-1.481049737066981,-0.7817030293467792,2,-1.360505196277561,0.6181150738856617,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,-1.2774445836787656,1,0,1,-0.3411264764705698,-0.981736286962975,0,-0.5476423213033226,0.39189587700850514,0,0,0,0,0,0,0,0,0,0,0,1,1
0,1,1,0,-0.0965540357978854,1,0,1,0.8404806721650927,0.1532959300719761,2,0.369182623097476,0.1751579367541199,1,1,0,0,1,0,0,1,0,0,1,0,0
0,0,0,0,-0.7043864199695642,1,0,1,1.1796508383255604,-0.3530490394444387,1,0.8016045779412352,-0.08795584773480969,1,1,0,0,1,0,0,1,1,0,1,0,1
1,0,1,1,-0.5444780367182193,1,1,0,1.1711782751981514,-0.17253971447043,1,0.8016045779412352,-0.0965494091576164,0,1,0,0,1,0,1,1,1,0,0,0,1
1,0,0,0,1.247217966963116,1,1,0,0.2239539851034611,1.0132055567426206,3,1.2340265327849944,-1.401630776440154,1,0,0,1,1,1,1,0,0,0,1,0,0
0,0,1,0,1.4915401492832985,1,2,1,-0.1100672119299295,0.8168350396675069,3,-0.0632393317462832,-0.3603347666959965,0,0,0,0,1,0,0,0,1,1,0,0,0
0,0,1,1,1.4100994218432374,1,2,1,-1.5126238800701377,-0.4000798047456262,3,-1.360505196277561,0.4259647175957237,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-1.1350048640399872,1,0,0,-0.3414341700019321,-0.8856262016908835,0,-0.0632393317462832,-0.7123414975105927,0,0,0,1,0,0,0,0,0,0,1,0,1
1,0,0,0,0.3106496014024181,0,1,0,-0.9559218850144864,-0.3956679755594857,2,-0.4956612865900424,-1.040445896195909,0,0,0,0,1,0,1,0,0,1,0,0,0
0,1,1,0,0.5956921474426305,1,0,0,1.1612074931971548,1.0886037175337615,2,0.8016045779412352,-0.1066625858044554,1,1,0,0,0,1,0,1,1,0,1,0,0
0,0,0,0,0.5956921474426305,1,0,1,0.6460297983531065,0.7682540886885201,2,0.369182623097476,-0.06151549998889992,1,1,0,0,1,1,0,0,0,0,0,0,1
1,1,1,0,1.5322605130033284,1,2,0,1.3489905542159264,2.3083421326260245,3,1.2340265327849944,-0.4235421207387397,0,1,0,1,1,1,0,1,1,1,0,0,0
1,0,0,0,-1.2367242199587352,1,0,1,-0.3501096523107307,-0.9562635761982881,0,-0.0632393317462832,-0.7255405653083795,0,0,0,0,1,0,0,0,0,0,0,1,1
1,0,0,0,-1.1145631287986442,1,0,0,-1.4527991880641573,-0.9555511584266456,0,-1.360505196277561,0.7900390768819224,0,0,1,0,0,0,0,0,0,0,0,1,1
0,0,1,0,1.247217966963116,1,1,1,0.4964886931307054,1.1057877922137789,3,1.2340265327849944,-1.1646934949999292,1,0,0,1,1,0,0,1,1,1,0,0,0
0,0,0,0,-0.7073594915983407,1,0,0,1.3406815692150955,-0.3074975692744679,1,1.2340265327849944,-0.4307658183436244,0,1,0,1,0,1,1,1,1,0,1,0,1
0,0,1,0,0.3080730934014422,1,0,1,1.1071522228108903,0.7653933131725712,2,0.6201895578426373,0.11033256048673568,1,1,0,0,0,0,0,1,1,0,1,0,1
1,0,0,0,-1.2455968840198848,1,0,0,0.19664104671476418,-0.9504441432212954,0,-0.9280832414338016,2.7550292993627115,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,1.0843365120829946,0,1,0,-0.9958050130184734,-0.1321052999794524,3,-0.4956612865900424,-1.12135130937062,0,0,0,1,0,1,0,0,0,0,0,1,0
0,0,1,0,0.6364125111626608,1,1,1,0.1591439020969822,0.509948201479574,2,0.8016045779412352,-1.1230368388117598,1,0,0,0,0,1,1,0,1,0,0,1,0
0,0,0,0,-0.1372743995179157,1,0,1,1.1246479591934997,0.2882979031678754,2,0.8016045779412352,-0.1437442335095313,1,1,0,0,0,1,0,1,1,1,0,0,1
0,0,1,1,-0.0965540357978854,1,2,0,0.53304822713436,0.0395148553614129,2,1.2340265327849944,-1.132909225538436,0,0,0,0,1,1,1,1,1,0,0,0,0
1,0,0,0,-1.2367242199587352,1,0,0,-1.4860351280674795,-0.9869413230860352,0,-1.360505196277561,0.5877755439451454,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-1.2367242199587352,1,0,0,-1.4960059100684764,-0.9884413450093228,0,-1.360505196277561,0.5270964840641122,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-1.1907089531247372,0,0,1,-0.3926705263519912,-0.931166861163142,0,-0.007011141571158397,-0.8805700628537749,0,0,0,0,1,0,0,1,1,0,0,0,1
1,0,0,0,-1.1552834925186746,1,0,0,-1.4960059100684764,-0.9712352111833747,0,-1.360505196277561,0.5270964840641122,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,1,0,1.1945231694076703,1,1,1,1.4489415969543074,1.9660411586895763,3,1.373922062241018,-0.4653556653335922,1,1,0,0,1,1,0,1,1,0,1,0,1
1,0,1,0,-0.0151133083578247,1,1,1,0.2671607071077802,0.0235219745616536,2,0.8016045779412352,-1.0134774251376724,1,0,0,1,0,0,1,1,0,1,0,0,0
0,0,0,0,-0.6666391278783103,1,0,0,0.3436033691154218,-0.4706911308698049,1,-0.4956612865900424,1.5957221497467502,0,1,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0.0136634968149201,1,0,1,1.1604407096155556,0.4647124867272384,2,0.8016045779412352,-0.10744031996912086,1,1,0,0,1,0,0,1,1,0,1,0,1
1,1,0,0,0.5956921474426305,1,2,0,-0.1715537009360761,0.2092379241522377,2,0.369182623097476,-1.056626978830851,1,0,0,0,1,0,1,0,0,0,0,0,0
0,0,1,0,-0.5037576729981889,1,0,0,0.5862257311396761,-0.303262213255773,1,-0.0632393317462832,0.6990204870603729,1,1,0,1,0,0,0,0,0,0,1,0,1
0,0,1,0,0.42383589060786675,1,0,1,1.4207666636178367,0.9848544548926071,2,1.2340265327849944,-0.3611411283765313,1,1,0,0,0,1,1,1,1,0,1,0,1
0,0,1,1,-1.0958616829257994,1,0,1,0.6174295498217754,-0.7915411614621635,0,-0.0632393317462832,0.7464946566425262,0,1,0,0,0,0,1,0,0,0,1,0,1
0,0,0,0,-1.2259802357151783,0,0,1,-0.9988097257666451,-0.9742541844532537,0,-0.9280832414338016,0.04263431078488622,0,0,0,0,0,0,0,0,1,0,1,0,1
1,0,0,0,-0.6666391278783103,1,0,1,0.9800716201790473,-0.3513952696765658,1,0.369182623097476,0.3450593044210132,0,1,0,1,0,0,0,1,1,0,1,0,1
1,1,0,0,0.8278567968606633,1,0,1,1.268805881031591,1.4559768900224914,3,1.132920730431334,-0.38200503062805025,1,1,0,1,0,0,0,1,1,0,1,0,1
0,1,0,0,-0.2594354906780068,1,0,1,0.8105683261621028,-0.0009195591295647,2,0.369182623097476,0.1387505008255008,1,1,0,0,1,0,0,1,0,0,1,0,1
0,0,1,1,0.2699292376823877,1,0,1,-0.1632447159352455,0.0272499702239422,2,-0.0632393317462832,-0.4412401798707074,0,0,0,0,0,1,0,1,0,0,0,1,0
0,1,0,0,1.125056875803025,1,1,1,1.3705939152180862,1.8360558182496844,3,1.2340265327849944,-0.4047605069660389,1,1,0,0,0,1,1,1,1,0,1,0,1
1,0,0,0,-1.2525166394002698,1,0,0,0.6794193067958415,-0.9423020518700351,0,-0.0632393317462832,0.8408072234769034,1,1,0,0,0,0,0,1,0,0,1,0,1
1,0,1,1,0.880734693482843,1,2,1,-1.3530913680541898,-0.4627277791888212,3,-0.9280832414338016,-1.0353893078724898,1,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,0,-0.5851984004382496,1,0,1,-0.4956041159684701,-0.6238257219207415,1,-0.4956612865900424,-0.1066625858044554,0,0,0,0,1,0,0,0,0,1,0,0,0
1,0,0,0,-1.2774445836787656,1,0,1,0.29376590015742854,-0.9733085526579257,0,-0.8327414224531948,2.5848965858894704,0,1,0,0,0,0,0,0,0,0,0,1,1
1,1,1,0,-0.3211342766606357,0,0,0,-0.9749248790668437,-0.6339164389142267,1,-0.7105592073541447,-0.5638420074002353,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,0,-1.1552834925186746,1,0,1,0.180747263099142,-0.9008003582266418,0,-0.9280832414338016,2.7550292993627115,0,1,0,0,0,0,0,0,0,0,1,0,1
0,0,0,0,0.02890741935039978,1,0,1,1.318056178119337,0.5030984504596886,2,1.2340265327849944,-0.45043596860285345,1,1,0,0,1,1,0,1,1,0,1,0,1
0,0,0,0,1.125056875803025,0,1,1,-0.6750781919864114,0.2180174642326574,3,-0.0632393317462832,-1.2199547816772986,0,0,0,1,0,1,0,0,1,0,1,0,0
0,0,1,0,0.6364125111626608,1,1,1,1.07313225218835,1.064669544198949,2,0.8016045779412352,-0.1959956461848652,0,1,0,0,1,1,0,1,1,0,1,0,0
0,0,0,0,1.145524202819975,1,0,1,1.3614234235794063,1.7907231294178136,3,1.2340265327849944,-0.41273318455293134,1,1,0,0,1,1,0,1,1,0,1,0,1
1,1,0,0,-1.0369380548710265,1,0,1,0.8222009051632655,-0.71134473477235,0,-0.0632393317462832,1.0580382580231518,0,1,0,0,0,0,0,1,1,0,1,0,1
0,0,1,0,1.5729808767233588,1,2,1,1.6747027662484868,2.5581399011453,3,2.098870442472513,-0.8797587561405809,1,1,0,1,1,1,1,1,1,1,0,0,0
0,0,0,0,0.3036007074864178,1,0,1,0.751151361191691,0.5340785998121852,2,0.13062367057026986,0.5423416447462875,0,1,0,0,0,1,0,0,1,0,1,0,1
0,0,0,0,-0.6165282078143147,1,0,1,0.5203914243157423,-0.4037020329350689,1,-0.0632393317462832,0.5988587383230008,1,1,0,0,1,0,0,0,0,0,1,0,1
1,0,1,1,0.6364125111626608,1,2,0,1.5633623672373562,1.3958655612025164,2,2.098870442472513,-0.9550457378448256,1,1,0,1,1,1,1,1,1,1,0,0,0
0,0,1,0,-0.8295205827584317,1,0,0,-0.3510277769540174,-0.7011430284078537,0,-0.0632393317462832,-0.7269374201439048,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0,0,0,-0.7888002190384014,1,0,1,0.5179449149213997,-0.5701406798704766,1,-0.0632393317462832,0.5951365656282216,0,1,0,0,0,1,0,0,0,0,1,0,1
1,0,0,0,-0.9629540432957295,0,0,1,-0.9222582874331492,-0.8473466387742276,0,-0.4956612865900424,-0.9721571884748645,0,0,0,0,1,0,0,0,0,0,0,1,1
1,0,0,0,-0.0151133083578247,1,2,1,-1.4860351280674795,-0.7346949893684522,2,-1.360505196277561,0.5877755439451454,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1.4645996852705834,0,2,0,-0.447624463469546,0.5718418400028038,3,0.369182623097476,-1.3926430371399445,0,0,0,0,0,1,0,0,1,0,1,0,1
1,1,1,0,1.4252108384774589,1,0,1,1.3453082296317749,2.181144245923944,3,1.2340265327849944,-0.42674347436692467,1,1,0,0,1,1,0,1,1,0,1,0,1
1,0,1,0,-0.1372743995179157,1,0,1,0.3502505571160864,-0.0072064157198149,2,-0.4956612865900424,1.6092063852758685,0,1,0,0,0,1,0,0,0,1,0,0,0
0,0,0,0,-0.9109613101984924,1,0,1,0.5147684601325326,-0.632539084563369,0,-0.4956612865900424,1.942941214621551,0,1,0,0,0,0,0,0,1,0,0,0,1
1,0,0,0,-0.4540941451483658,1,0,1,0.5626657161986337,-0.20020361504984815,1,-0.0632393317462832,0.6631757670258098,1,1,0,0,1,0,0,0,0,0,1,0,1
0,0,0,0,-1.2367242199587352,1,0,1,-0.5105602889699654,-0.958771793732528,0,-0.4956612865900424,-0.1370021157449724,1,0,0,0,0,0,0,0,0,0,1,0,1
1,0,0,0,-0.8695206725782879,1,0,1,1.0255311689463984,-0.543679087108033,0,0.369182623097476,0.40038982276035906,1,1,0,0,0,0,0,1,1,0,1,0,1
0,0,1,1,1.6137012404433893,1,2,0,0.830509890164096,1.904218579175555,3,2.098870442472513,-1.4505913935399293,1,0,0,1,1,1,1,1,1,1,0,0,0
0,0,0,1,-1.1552834925186746,1,0,1,0.7424346491552913,-0.8551379261500878,0,0.369182623097476,0.0558224523214215,1,1,0,0,0,1,1,0,0,0,0,1,1
1,1,1,0,-0.3815965818380978,1,1,1,-1.462769970065154,-0.7917178815993181,1,-1.360505196277561,0.7293600170008891,0,0,1,0,0,0,0,0,0,0,1,0,0
1,0,0,0,-0.8295205827584317,1,1,0,-1.4860351280674795,-0.8879839944409038,0,-1.360505196277561,0.5877755439451454,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,1,0,1.002895784642934,0,0,1,-0.1998042499389002,0.51076438987901,3,0.8016045779412352,-1.4871111980979586,0,0,0,1,1,1,0,1,1,0,0,0,0
1,1,0,0,0.9214550572028734,0,0,1,-0.6617838159850825,0.0879346806793048,3,-0.0632393317462832,-1.199728428383621,0,0,0,1,1,0,0,1,0,0,1,0,0
0,0,1,1,0.9621754209229036,1,1,1,1.1645310871974868,1.4275424947590052,3,0.8016045779412352,-0.103291526922176,1,1,0,0,0,1,0,1,1,1,0,0,0
0,1,1,0,-0.3001558543980371,1,0,1,0.1508349170961516,-0.2058710839717216,2,-0.9280832414338016,2.7550292993627115,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,-1.0331224013585834,1,0,0,-1.4760643460664828,-0.9393376861675792,0,-1.360505196277561,0.6484546038261787,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-0.07562246209336104,1,0,1,0.6651589687851545,0.11839138674504823,2,-0.0632393317462832,0.8191112345367243,1,1,0,0,0,0,0,0,1,0,1,0,1
0,0,1,1,0.0663274190822359,1,0,0,-1.4660935640654862,-0.6897163908157498,2,-1.360505196277561,0.7091336637072112,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-1.2774445836787656,1,0,1,-0.5138838829702976,-0.9840295158231824,0,-0.4956612865900424,-0.1437442335095313,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0,1,1,0.9621754209229036,1,1,0,0.1325551500943243,0.6775094739691901,3,0.8016045779412352,-1.1500053098699967,1,0,0,1,1,0,0,0,1,0,0,0,0
1,0,1,1,-0.3001558543980371,1,1,1,0.8521132511662559,-0.0446187272182864,2,-0.0632393317462832,1.103547552933927,0,1,0,0,0,0,0,1,1,0,1,0,1
1,0,0,0,-0.3408762181180675,1,0,1,0.6676537841478158,-0.1018842700543899,1,0.369182623097476,-0.0351961375001279,1,1,0,0,1,1,0,0,0,0,0,0,0
1,1,1,0,-0.6546233993034176,1,0,1,1.1227682881397902,-0.2949082268836153,1,0.7856547423904319,-0.12248599585600528,0,1,0,0,0,1,0,1,1,0,1,0,1
1,1,1,0,1.0436161483629645,1,0,1,1.127971553193832,1.5586399990251705,3,0.8016045779412352,-0.1403731746272518,1,1,0,0,0,1,0,1,1,0,1,0,1
1,0,1,0,1.1657772395230557,1,2,1,0.5413572121351905,1.0888022498471377,3,1.2340265327849944,-1.1256855279335511,0,0,0,1,1,0,1,1,1,0,0,1,0
0,0,1,1,0.3920903288424788,1,0,1,0.9102761461720702,0.7039804490860331,2,0.369182623097476,0.2601086205875665,0,1,0,0,0,1,0,1,1,0,1,0,0
1,0,0,0,0.6364125111626608,1,2,0,-1.4926823160681442,-0.6016562802603855,2,-1.360505196277561,0.5473228373577902,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,-0.9499465245819964,1,0,1,1.105131263591323,-0.6328562734514404,0,0.6853464156854724,0.009748929717894594,0,1,0,1,0,0,0,1,1,0,0,0,1
0,0,0,0,-0.3815965818380978,1,0,1,-1.477726143066649,-0.7981591522110832,1,-1.360505196277561,0.6383414271793397,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,0,0,-0.8295205827584317,1,0,1,1.152898508196324,-0.4762941539362033,0,0.8016045779412352,-0.1150902330101547,1,1,0,0,0,1,0,1,1,0,1,0,1
1,0,0,0,-1.2774445836787656,1,0,0,-1.482007853420236,-0.9968806570522444,0,-1.360505196277561,0.6122842775081713,0,0,1,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0.7178532386027215,1,2,0,-1.5076384890696393,-0.5540305841959988,3,-1.360505196277561,0.45630424753624,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,-1.1391123523143052,1,0,1,0.31630895026052186,-0.8670848545207576,0,-0.4956612865900424,1.5403537183990748,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0.758573602322752,0,0,1,-0.6750781919864114,-0.0433172376083748,3,-0.0632393317462832,-1.2199547816772986,0,0,0,1,0,0,1,0,1,1,0,0,0
1,1,0,0,-0.7073594915983407,1,0,0,0.3618831361172495,-0.4998974400820549,1,-0.4956612865900424,1.6328037974518266,1,1,0,0,0,0,0,0,0,0,1,0,1
1,0,1,1,-1.0738427650786138,1,0,1,0.1674528870978128,-0.8390788679125364,0,-0.9280832414338016,2.7550292993627115,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,1.2879383306831464,1,1,1,1.3174164112127704,1.9596752720453412,3,1.2340265327849944,-0.450992171637302,1,1,0,1,0,0,1,1,1,0,0,0,0
1,0,0,0,1.300386413665809,1,2,1,1.4347617669888006,2.058530234616991,3,1.380557317191683,-0.4855627499752692,1,1,0,1,0,1,0,1,1,1,0,0,1
1,0,1,1,-0.8295205827584317,1,2,0,-1.4976677070686424,-0.8918002266869153,0,-1.360505196277561,0.5169833074172733,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0.3920903288424788,1,2,1,-1.462769970065154,-0.6332229180872208,2,-1.360505196277561,0.7293600170008891,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.20643071321457357,1,0,1,1.1761437857841766,0.15729955342359492,2,0.8726971382126464,-0.17341889000840116,0,1,0,0,1,1,0,1,1,0,1,0,1
1,0,0,0,-1.2774445836787656,0,0,0,-1.328164413051698,-0.9948384973292264,0,-1.360505196277561,1.548527325394836,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0.08975968710706603,1,0,0,0.17702541611100628,0.05015566605449495,2,-0.8145405161517802,2.4532809396714628,0,1,0,0,0,0,0,0,0,0,1,0,1
0,1,0,0,-0.9516816739185228,1,0,1,0.6543594081464871,-0.6693778582676422,0,-0.0632393317462832,0.802680547690471,1,1,0,0,0,0,0,0,1,0,1,0,1
1,0,0,0,-1.270973785293186,1,0,0,-0.6518450321939492,-0.9832738803847555,0,-0.9280832414338016,1.0983935990632414,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,0,0,-0.3815965818380978,1,1,0,-1.328164413051698,-0.7342979247416996,1,-0.9280832414338016,-0.9595404830211984,1,0,1,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0.4735310562825394,1,2,0,-1.4744025490663168,-0.6062666417599024,2,-1.360505196277561,0.658567780473017,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,-0.5037576729981889,1,2,0,-1.4976677070686424,-0.8262404449808675,1,-1.360505196277561,0.5169833074172733,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,1,1,0.5549717837226001,1,2,0,-1.479387940066815,-0.612972622122836,2,-1.360505196277561,0.6282282505325008,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1.5322605130033284,1,1,1,1.330710787214099,2.218804059293303,3,1.2340265327849944,-0.4394342554694862,1,1,0,0,1,1,0,1,1,0,1,0,0
1,0,0,1,0.4735310562825394,1,2,0,-1.502653098069141,-0.644031899593265,2,-1.360505196277561,0.4866437774767569,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,0,-0.49034267901194745,1,0,0,1.3427162289186532,-0.048234201220334096,1,1.2340265327849944,-0.428996917999494,1,1,0,0,0,1,1,1,1,0,1,0,1
1,0,0,0,-0.6666391278783103,1,0,0,-1.4864138606170145,-0.858779402389367,1,-1.360505196277561,0.5854706961358322,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,-0.055833672077855,1,0,1,0.5014740841312035,0.0548900800751125,2,-0.0632393317462832,0.570077484813177,1,1,0,0,0,0,1,0,0,1,0,0,1
1,0,0,0,-0.2594354906780068,1,0,0,-0.641842251983089,-0.4617351176219396,2,-0.9280832414338016,1.128830494551024,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,-1.2774445836787656,1,0,0,-1.4660935640654862,-0.9966694064414748,0,-1.360505196277561,0.7091336637072112,0,0,1,0,0,0,0,0,0,0,1,0,0
1,1,1,0,1.5729808767233588,0,0,1,-0.4141760629603302,0.6552959140169727,3,0.369182623097476,-1.351931736918546,0,0,0,0,1,1,0,1,1,0,0,0,0
0,0,0,1,0.3513699651224484,1,0,0,-0.6501512369839195,-0.1931650159156369,2,-0.9280832414338016,1.103547552933927,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,-1.0928310567836363,1,0,1,0.9852406660094439,-0.7641135968774417,0,0.369182623097476,0.3513507435767199,0,1,0,0,0,1,0,1,1,0,1,0,1
